दस	10
एगारो	11
ग्यारह	11
बारहटा	12
बारह	12
तेरह	13
चौदहवाँ	14
चौदह	14
पन्द्रह	15
पंद्रह	15
सोलह	16
सत्रह	17
सतरह	17
अठारह	18
उन्नीस	19
बीस	20
इकाइस	21
बाईस	22
तेईस	23
चौबीस	24
पच्चीस	25
छब्बीस	26
सत्ताईस	27
अठाईस	28
उनतीस	29
तीस	30
इकतालीस	31
बत्तालीस	32
तेतीस	33
चौतालीस	34
पैंतीस	35
छत्तीस	36
सैंतीस	37
अड़तीस	38
उनतालीस	39
चालीस	40
इकतालीस	41
बयालीस	42
तैंतालीस	43
चवालीस	44
पैंतालीस	45
छयालीस	46
सैंतालीस	47
अड़तालीस	48
उनचालीस	49
पचास	50
इक्याबीस	51
बयाबीस	52
तिरपन	53
चौवन	54
पचपन	55
छप्पन	56
सत्तावन	57
अठावन	58
उनसठ	59
साठ	60
इकसठ	61
एकसठ	61
बासठ	62
तिरसठ	63
चौसठ	64
पैंसठ	65
छयसठ	66
सैंसठ	67
अड़सठ	68
उनसठ	69
सत्तर	70
इकतिहत्तर	71
बत्तिहत्तर	72
तेहत्तर	73
चौहत्तर	74
पचहत्तर	75
छिहत्तर	76
छियाहत्तर	76
सत्ताहत्तर	77
अठहत्तर	78
उन्यासी	79
अस्सी	80
इक्यासी	81
बयासी	82
तिरासी	83
चौसासी	84
पचासी	85
छयासी	86
सत्तासी	87
अठासी	88
उन्यासी	89
नब्बे	90
इक्यानवे	91
ब्यानवे	92
तिरानवे	93
चौानवे	94
पचानवे	95
छ्यानवे	96
सतानवे	97
अठानवे	98
निन्यानवे	99
