ꯇꯦꯟ	10
ꯏꯂꯤꯚꯦꯟ	11
ꯇꯨꯌꯦꯜꯐ	12
ꯊꯤꯔꯇꯤꯟ	13
ꯐꯧꯔꯇꯤꯟ	14
ꯐꯤꯐꯇꯤꯟ	15
ꯁꯤꯛꯁꯇꯤꯟ	16
ꯁꯦꯚꯦꯟꯇꯤꯟ	17
ꯑꯩꯇꯤꯟ	18
ꯅꯤꯅꯦꯇꯤꯟ	19
ꯇꯨꯌꯦꯟꯇꯤ	20
ꯇꯨꯌꯦꯟꯇꯤ ꯑꯣꯅꯦ	21
ꯇꯨꯌꯦꯟꯇꯤ ꯇꯨꯑꯣ	22
ꯇꯨꯌꯦꯟꯇꯤ ꯊ꯭ꯔꯤ	23
ꯇꯨꯌꯦꯟꯇꯤ ꯐꯧꯔ	24
ꯇꯨꯌꯦꯟꯇꯤ ꯐꯥꯢꯚ	25
ꯇꯨꯌꯦꯟꯇꯤ ꯁꯤꯛꯁ	26
ꯇꯨꯌꯦꯟꯇꯤ ꯁꯦꯚꯦꯟ	27
ꯇꯨꯌꯦꯟꯇꯤ ꯑꯩꯠ	28
ꯇꯨꯌꯦꯟꯇꯤ ꯅꯥꯢꯟ	29
ꯊꯤꯔꯇꯤ	30
ꯊꯤꯔꯇꯤ ꯑꯣꯅꯦ	31
ꯊꯤꯔꯇꯤ ꯇꯨꯑꯣ	32
ꯊꯤꯔꯇꯤ ꯊ꯭ꯔꯤ	33
ꯊꯤꯔꯇꯤ ꯐꯧꯔ	34
ꯊꯤꯔꯇꯤ ꯐꯥꯢꯚ	35
ꯊꯤꯔꯇꯤ ꯁꯤꯛꯁ	36
ꯊꯤꯔꯇꯤ ꯁꯦꯚꯦꯟ	37
ꯊꯤꯔꯇꯤ ꯑꯩꯠ	38
ꯊꯤꯔꯇꯤ ꯅꯥꯢꯟ	39
ꯐꯣꯔꯇꯤ	40
ꯐꯣꯔꯇꯤ ꯑꯣꯅꯦ	41
ꯐꯣꯔꯇꯤ ꯇꯨꯑꯣ	42
ꯐꯣꯔꯇꯤ ꯊ꯭ꯔꯤ	43
ꯐꯣꯔꯇꯤ ꯐꯧꯔ	44
ꯐꯣꯔꯇꯤ ꯐꯥꯢꯚ	45
ꯐꯣꯔꯇꯤ ꯁꯤꯛꯁ	46
ꯐꯣꯔꯇꯤ ꯁꯦꯚꯦꯟ	47
ꯐꯣꯔꯇꯤ ꯑꯩꯠ	48
ꯐꯣꯔꯇꯤ ꯅꯥꯢꯟ	49
ꯐꯤꯐꯇꯤ	50
