ꯇꯔꯥ	10
ꯇꯔꯥ ꯃꯥꯊꯣꯢ	11
ꯇꯔꯥ ꯅꯤꯊꯣꯢ	12
ꯇꯔꯥ ꯍꯨꯝꯗꯣꯢ	13
ꯇꯔꯥ ꯃꯔꯤ	14
ꯇꯔꯥ ꯃꯉꯥ	15
ꯇꯔꯥ ꯇꯔꯨꯛ	16
ꯇꯔꯥ ꯇꯔꯦꯠ	17
ꯇꯔꯥ ꯅꯤꯄꯥꯜ	18
ꯇꯔꯥ ꯃꯥꯄꯜ	19
ꯀꯨꯜ	20
ꯀꯨꯟ ꯃꯥꯊꯣꯢ	21
ꯀꯨꯟ ꯅꯤꯊꯣꯢ	22
ꯀꯨꯟ ꯍꯨꯝꯗꯣꯢ	23
ꯇꯔꯥꯅꯤꯄꯥꯜ	24
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	25
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯶꯫	26
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯁꯨꯔꯦ꯫	27
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	28
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	29
ꯀꯨꯟꯊ꯭ꯔꯥ	30
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯑꯃꯥ꯫	31
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	32
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	33
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	34
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	35
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯶꯫	36
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯁꯨꯔꯦ꯫	37
ꯇꯔꯥꯅꯤꯄꯥꯜ ꯁꯨꯔꯦ꯫	38
ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	39
ꯅꯤꯝꯐꯨ	40
꯴꯱ ꯁꯨꯕꯥ꯫	41
ꯅꯤꯐꯨꯅꯤꯊꯣꯏ	42
꯴꯳ ꯁꯨꯕꯥ꯫	43
꯴꯴	44
꯴꯵ ꯁꯨꯕꯥ꯫	45
꯴꯶	46
꯴꯷ ꯁꯨꯔꯦ꯫	47
꯴꯸ ꯁꯨꯕꯥ꯫	48
꯴꯹ ꯁꯨꯕꯥ꯫	49
ꯌꯥꯡꯈꯩ	50
ꯃꯉꯥꯔꯣꯝ ꯑꯃꯥ꯫	51
ꯃꯉꯥꯁꯨꯕꯥ ꯑꯅꯤ꯫	52
ꯃꯉꯥ ꯇꯔꯥꯅꯤꯄꯥꯜ꯫	53
ꯃꯉꯥ ꯃꯔꯤ ꯊꯣꯀꯄꯒꯤ ꯑꯃꯥ꯫	54
ꯃꯉꯥ ꯃꯉꯥꯅꯤ꯫	55
ꯃꯉꯥꯁꯨꯕꯥ ꯶꯫	56
ꯃꯉꯥꯔꯣꯝ ꯷ꯅꯤ꯫	57
ꯃꯉꯥꯔꯣꯝ ꯸꯫	58
ꯃꯉꯥꯁꯨꯕꯥ ꯑꯅꯤ꯫	59
ꯍꯨꯝꯐꯨ	60
꯶꯰ ꯑꯃꯥ꯫	61
꯶꯰ ꯑꯅꯤ ꯂꯩꯔꯤ꯫	62
꯶꯳ ꯁꯨꯕꯥ꯫	63
꯶꯰꯴ ꯔꯣꯝ ꯌꯥꯑꯣꯔꯤ꯫	64
꯶꯵ ꯁꯨꯕꯥ꯫	65
꯶꯶	66
꯶꯷ ꯁꯨꯔꯦ꯫	67
꯶꯸ ꯁꯨꯔꯦ꯫	68
꯶꯹ ꯁꯨꯕꯥ꯫	69
ꯍꯨꯝꯗ꯭ꯔꯥ	70
꯷꯱ ꯁꯨꯕꯥ꯫	71
꯷꯲ ꯁꯨꯕꯥ꯫	72
꯷꯳ ꯁꯨꯕꯥ꯫	73
꯷꯴ ꯁꯨꯕꯥ꯫	74
꯷꯵ ꯁꯨꯕꯥ꯫	75
꯷꯶ ꯁꯨꯕꯥ꯫	76
꯷꯷ ꯁꯨꯔꯦ꯫	77
꯷꯸ ꯁꯨꯕꯥ꯫	78
꯷꯹ ꯁꯨꯕꯥ꯫	79
ꯃꯔꯤꯐꯨ	80
꯸꯱ ꯁꯨꯕꯥ꯫	81
꯸꯲	82
꯸꯳꯫	83
꯸꯴	84
꯸꯵ ꯁꯨꯕꯥ꯫	85
꯸꯶	86
꯸꯷ ꯁꯨꯔꯦ꯫	87
꯸꯸ ꯁꯨꯕꯥ꯫	88
꯸꯹ ꯁꯨꯕꯥ꯫	89
ꯃꯧꯗ꯭ꯔꯥ	90
ꯅꯤꯐꯨ ꯑꯃꯥ꯫	91
ꯑꯅꯤꯁꯨꯕꯥ ꯑꯅꯤ꯫	92
ꯅꯤꯐꯨ ꯑꯍꯨꯝ꯫	93
ꯑꯅꯤꯁꯨꯕꯥ ꯃꯔꯤ꯫	94
ꯑꯅꯤꯁꯨꯕꯥ ꯃꯉꯥ꯫	95
ꯅꯤꯄꯥꯜ ꯶꯫	96
꯹꯷ ꯁꯨꯔꯦ꯫	97
꯹꯸ ꯁꯨꯕꯥ꯫	98
꯹꯹ ꯁꯨꯕꯥ꯫	99
